Catalogue No.,Lot Number,Artist Name 1,Artist Name 2,Artist Name 3,Artist Name 4,Artist Name 5,Title,Handwritten Note,Object Type,Object Notes,Inscription,Seller,Transaction,Buyer,Lot Notes,Previous Owner,Previous Sales,Post Owner,Post Sales,Present Location,Sale Date,Expert,Commissaire Pr.,Auction House,Sale Location,Lugt Number,Copyright,Year of Sale,# of instances in year,latitude/longitude,,latitude,longitude
D-A52,110,"MOLENAER, JAN MIENSE (Dutch)",,,,,Un semblable réprésentant six païsans assis près d'une table se divertissant à boire & à fumer.,,Gemälde,"hauteur 14 pouces, largeur 10 1/2 pouces",,,Unbekannt,,,,,,,,1765 Mar 27,,,Kaller (Johann Christian),"Frankfurt, Germany",1441,,1765,3,"50.1106444, 8.6820917",,50.1106444, 8.6820917
D-A52,111,"MOLENAER, JAN MIENSE (Dutch)",,,,,Deux petits tableaux avec des païsans.,,Gemälde,"hauteur 6 pouces, largeur 6 pouces",,,Unbekannt,,,,,,,,1765 Mar 27,,,Kaller (Johann Christian),"Frankfurt, Germany",1441,,1765,4,"50.1106444, 8.6820917",,50.1106444, 8.6820917
B-A81,83,"MOLENAER, JAN MIENSE (Dutch)",,,,,Une Réjouissance de Paysans,,Painting,"on panel, H.15, L.22",,,Unknown,,,,,,,,1766 May 17,,,Anonymous,"Ghent, Belgium",1543,,1766,1,"51.0538286, 3.7250121",,51.0538286, 3.7250121
B-A80,58,"MOLENAER, JAN MIENSE (Dutch)",,,,,"L'Interieur d'une Maison de Campagne, représentant une Fête",,Painting,"on panel, large 1 pied 6 pouces, hauteur 1 pied 2 pouces",,"Rotsart d'Hertaing, L.F.; from catalog: L.F. Rotsart d'Hertaing",Unknown,,,,,,,,1766 May 14 and following days (This Lot: May 14),,,Meere (Jean de),"Brugge, Belgium",1539,,1766,2,"51.2085526, 3.226772",,51.2085526, 3.226772
B-A92,10,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Deux tableaux, représentans des Tabagies, par Molenaer, de son meilleur tems",,Painting,"on panel, Haut. 2 pieds, Larg. 2 pieds 7 pouces",,"Roest-D'Alkemade, Vicomtesse Douairiere De; from catalog: Vicomtesse Douairiere De Roest-D'Alkemade","Unknown, 100",,,,,,,,1767 Nov 16,,,Krafft,"Brussels, Belgium",1645,,1767,1,"50.8465573, 4.351697",,50.8465573, 4.351697
D-A54,61,"MOLENAER, JAN MIENSE (Dutch)",,,,,Ein mit einer Magd trinckender Baur von Molenaer.,,Gemälde,"Breite 1 Fuß 6 3/4 Zoll, Höhe 1 Fuß 8 3/4 Zoll",,"Hohenzollern, Franz Heinrich Christoph Anton, Graf von; from catalog: Antonii, Graf von Hohenzölleren",Unbekannt,,,,1750/00/00 KOAN 0137 D-A23,,,,"1767, dates unknown ",,,Anonymous,"Cologne, Germany",,,1767,2,"50.938361, 6.959974",,50.938361, 6.959974
D-A54,62,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Ein Küchen=Stuck mit zwey Figuren, allerley Fischen und einer Katzen von Molenaer.",,Gemälde,"Breite 1 Fuß 6 3/4 Zoll, Höhe 1 Fuß 8 3/4 Zoll",,"Hohenzollern, Franz Heinrich Christoph Anton, Graf von; from catalog: Antonii, Graf von Hohenzölleren",Unbekannt,,,,1750/00/00 KOAN 0138 D-A23,,,,"1767, dates unknown ",,,Anonymous,"Cologne, Germany",,,1767,3,"50.938361, 6.959974",,50.938361, 6.959974
D-A54,88,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Eine Barbier=Stuben, alwo ein Chyrurgus einem Bauren die Ader lasset von herrlicher Expression auf Holtz von Johann Minse Molenaer.",,Gemälde,"auf Holz, Breite 1 Fuß 5 3/4 Zoll, Höhe 1 Fuß 7 Zoll",,"Hohenzollern, Franz Heinrich Christoph Anton, Graf von; from catalog: Antonii, Graf von Hohenzölleren",Unbekannt,,,,1750/00/00 KOAN 0136 D-A23,,,,"1767, dates unknown ",,,Anonymous,"Cologne, Germany",,,1767,4,"50.938361, 6.959974",,50.938361, 6.959974
B-A99,67,"MOLENAER, JAN MIENSE (Dutch)",,,,,Une Conversation de Paysans,,Painting,"on panel, haut. 12 pouces, large 9 pouces",,,Unknown,,,,,,,,1768 Jun 28,,,Anonymous,"Ghent, Belgium",1696,,1768,1,"51.0538286, 3.7250121",,51.0538286, 3.7250121
B-A98,21,"MOLENAER, JAN MIENSE (Dutch)",,,,,Een Boere-maeltyd,,Painting,"Hoog 1 v. 9 d., breed 1 v. 4 d.",,Lunden; from catalog: Lunden,"Unknown, 86",,The artist's name is given as F. Meulener} but we have assumed this is an error.,,,,,,1768 May 31,,,Anonymous,"Antwerp, Belgium",1690,,1768,2,"51.2211097, 4.3997081",,51.2211097, 4.3997081
Br-A827,4,"MOLENAER, JAN MIENSE (Dutch)",,,,,A battle piece,,Painting,,,"Bowles, Richard, Col.; from catalog: Col. Richard Bowles (Catalogue)","Bought In [?], 2.7 pounds (CL)",,,,,,,,1770 Feb 23 - 1770 Feb 24 (This Lot: Feb 24),,,Christie's,"London, England",1802,,1770,1,"51.5073219, -0.1276474",,51.5073219, -0.1276474
Br-A863,22,"MOLENAER, JAN MIENSE (Dutch)",,,,,A farm yard,,Painting,,,"Sprimont, Nicholas; from catalog: Mr. Nicholas Sprimont (Catalogue)",Unknown,,,,,,,,1771 Mar 26 - 1771 Mar 27 (This Lot: Mar 27),,,Christie's,"London, England",1907,,1771,1,"51.5073219, -0.1276474",,51.5073219, -0.1276474
Br-A903,60,"MOLENAER, JAN MIENSE (Dutch)",,,,,"The inside of a country house, people merry making",,Painting,2' h x 2'6 w,,,"Sold, 13.2 pounds (CL)",from catalog: Ld Petre (CL),,,,,,,1772 Apr 15 - 1772 Apr 16 (This Lot: Apr 15),,,Christie's,"London, England",2024,,1772,1,"51.5073219, -0.1276474",,51.5073219, -0.1276474
F-A287,[B]0041,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Deux Pendans. Cuisines avec Figures à Table, par Molnaer, Tableaux Rares, sur B. de seize pouces de large, sur douze pouces & demi de haut.",,Peinture,"sur bois, seize pouces de large, sur douze pouces & demi de haut.",,,Inconnue,,,,,,,,1772 Jul 07,Anonyme,,,"Douai, France",2058,,1772,2,"50.3703683, 3.0761377",,50.3703683, 3.0761377
F-A293,6,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Le Bénédicité, de Monlaer.",,Peinture,,,"Jaback, de; from catalog: De Jaback","Inconnue, 180 livres",,,,,,,,1772 Nov 27,,"Hayot De Longpré, Philippe",,"Paris, France",2081,,1772,3,"48.8566101, 2.3514992",,48.8566101, 2.3514992
D-A70,99,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Ce charmant Tableau réprésente une Compagnie de fumeurs & beuveurs, les uns assis à Table, d'autres auprès d'une Cheminée le Groupe principal est un Capucin, qui cajole l'hotesse. Cette Piece est riche de 12 figures & fait honneur à son Auteur. Cadre sculpté & d'oré.",,Gemälde,"auf Holz, haut 19 1/2 large 24 3/4 pouces",,,Unbekannt,,,,,,,,"1772, dates unknown ",,,Frey (Hans Jakob),"Basel, Switzerland",2091,,1772,4,"47.5581077, 7.5878261",,47.5581077, 7.5878261
Br-A921-A,65,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Its companion, four men drinking together [Molenar. Quatre buveurs devant une table] (companion to lot 64, by D. Teniers)",,Painting,,,"Liotard, Jean Etienne; from catalog: Mr. Liotard (Catalogue)",Unknown,,,,,,,,"1773, dates unknown ",,,Anonymous,"London, England",,,1773,1,"51.5073219, -0.1276474",,51.5073219, -0.1276474
D-A74,103,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Zwo Bauern=Stücke, als: ein Zahnarzt, und eine Soldaten=Schlägerey.  Eins von Braakenburg, und das andere von Molinaar. (Diese Nr.: Eine Soldaten=Schlägerey)",,Gemälde,,,,Unbekannt,,Die Lose 102 und 103 wurden zusammen katalogisiert.,,,,,,1773 Dec 18,,,Boy (Nicolas Wilhelm),"Hamburg, Germany",,,1773,2,"53.550341, 10.000654",,53.550341, 10.000654
F-A339,92,"MOLENAER, JAN MIENSE (Dutch)",,,,,"L'intérieur d'une Chambre, dans laquelle on voit plusieurs figures, dont deux jouent aux cartes, une autres les regarde & tient un miroir, dans lequel il fait voit à l'une le jeu de l'autre.",,Peinture,"sur bois, 12 pouces de haut sur 10 de large",,"Paillet, Alexandre-Joseph; from catalog: [Paillet]","Vendu, 480 livres",Chaise; from catalog: Chaise,Gabriel de St.Aubin a tracé un croquis de ce lot sur l'exemplaire MPh du catalogue.,,,,1778/11/30 PAPA 0421 LA CHAISE F-A530,,1774 Feb 17 and following days (This Lot: Feb 17),"Paillet, Alexandre Joseph",,,"Paris, France",2239,,1774,1,"48.8566101, 2.3514992",,48.8566101, 2.3514992
D-A76,76,"MOLENAER, KLAES (Dutch)",,,,,"Ein inwendiges Bauern=Haus, wo ein Alter sich wärmet, die Frau zerbricht ein Ey, im schwarzen Rahm und verguldeten Leisten.",,Gemälde,"Höhe 1 Fuß 2 Zoll, Breite 1 Fuß",,,Unbekannt,,Der Künstler ist vermutlich Jan Miense Molenaer und nicht Klaes Molenaer.,,,,,,1774 Mar 28,,,Bostelmann (Michael),"Hamburg, Germany",,,1774,2,"53.550341, 10.000654",,53.550341, 10.000654
D-A77,18,"MOLENAER, JAN MIENSE (Dutch)",,,,,Zwey schöne Bauernstücke. (Diese Nr.: Ein schönes Bauernstück),,Gemälde,,,,Unbekannt,,Die Lose 18 und 19 wurden zusammen katalogisiert.,,,,,,1774 Aug 13,,,Bostelmann (Michael),"Hamburg, Germany",,,1774,3,"53.550341, 10.000654",,53.550341, 10.000654
D-A77,19,"MOLENAER, JAN MIENSE (Dutch)",,,,,Zwey schöne Bauernstücke. (Diese Nr.: Ein schönes Bauernstück),,Gemälde,,,,Unbekannt,,Die Lose 18 und 19 wurden zusammen katalogisiert.,,,,,,1774 Aug 13,,,Bostelmann (Michael),"Hamburg, Germany",,,1774,4,"53.550341, 10.000654",,53.550341, 10.000654
Br-A1024,24,"MOLENAER, JAN MIENSE (Dutch)",,,,,"A merrymaking; a very capital composition in the stile of Ostade, and not much inferior to that master",,Painting,2' 2 h x 2' 9 w,,"Bertels, Jean J.; from catalog: Mr. John Bertels, of Brussels (Catalogue)","Unknown, 15.15 pounds (VAL II)",,,,,,,,1775 Apr 07 - 1775 Apr  8 (This Lot: Apr  8),,,Walsh,"London, England",2393,,1775,1,"51.5073219, -0.1276474",,51.5073219, -0.1276474
Br-A1034,30,"MOLENAER, JAN MIENSE (Dutch)",,,,,"A Dutch fair, in the distance, a number of figures attending a mountebank",,Painting,,,,Unknown,,,,,,,,1775 May 19 - 1775 May 20 (This Lot: May 20),,,Walsh,"London, England",2412,,1775,2,"51.5073219, -0.1276474",,51.5073219, -0.1276474
F-A369,59,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Un homme, une femme, & trois enfants à table faisant la priere.",,Peinture,"sur bois, Hauteur 8 pouces 6 lignes, largeur 6 pouces 9 lignes",,,"Retiré, 21 livres",,Gabriel de St.Aubin a tracé un croquis de ce lot sur l'exemplaire BHP du catalogue.,,,,,,1775 Jan 30,"Sollier, Claude Florentin",,,"Paris, France",2353,,1775,3,"48.8566101, 2.3514992",,48.8566101, 2.3514992
D-A85,69,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Ein alter Verliebter, so einem jungen Bauer=Weibchen einen Beutel mit Geld anbietet, wo der Mann unvermuthet sie belauscht, auf Holz.",,Gemälde,"auf Holz, Höhe 14 Zoll 5 Linie, Breite 11 Zoll 10 Linie",,,Unbekannt,,,,,,,,1775 May 08,,,Plinck (Alexander),"Hamburg, Germany",2407,,1775,4,"53.550341, 10.000654",,53.550341, 10.000654
B-A158,23,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Eene Conversatie in een binnehuys met vyf Beelden, besig zynde met drinken en rooken seer fyn",,Painting,"on panel, H. 12 d., B. 11 d.",,,"Unknown, 40.10",,,,,,,,1776 Mar 18,,,Roy,"Brussels, Belgium",2507,,1776,1,"50.8465573, 4.351697",,50.8465573, 4.351697
B-A158,28,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Twee Stukken het een verbeeldende eenen drinkenden Man, en het ander eene drinkende Vrouwe, door Molenaer",,Painting,"on panel, H. 12 d., B. 10 d.",,,"Unknown, 18.15",,,,,,,,1776 Mar 18,,,Roy,"Brussels, Belgium",2507,,1776,2,"50.8465573, 4.351697",,50.8465573, 4.351697
B-A159,41,"MOLENAER, JAN MIENSE (Dutch)",,,,,Une Conversation avec beaucoup des Figures,,Painting,"on panel, Haut 1 pied 5 pouces, large 1 pied 10 pouces",,"Stricht, Jean vander; from catalog: Jean vander Stricht",Unknown,,,,,,,,1776 Mar 21,,,Cock (Paul),"Brugge, Belgium",2513,,1776,3,"51.2085526, 3.226772",,51.2085526, 3.226772
B-A160,152,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Une compagnie joyeuse, assise à une table bien servie, très-belle piece de ce maître",,Painting,"on canvas, H. 2-2, L. 2-7",,,"Unknown, 4.16",,,,,,,,1776 Apr 30 and following days (This Lot: Apr 30),,,Goesin-Verhaeghe (Pierre François),"Ghent, Belgium",2539,,1776,4,"51.0538286, 3.7250121",,51.0538286, 3.7250121
B-A167,64,"MOLENAER, JAN MIENSE (Dutch)",,,,,De vyf Sinnen seer konstig geschildert,,Painting,"on panel, H. 5 d., B. 4 d.",,,"Unknown, 20",,,,,,,,1776 Jul 17,,,Anonymous,"Brussels, Belgium",2573,,1776,5,"50.8465573, 4.351697",,50.8465573, 4.351697
B-A163,52,"MOLENAER, JAN MIENSE (Dutch)",,,,,Twee Boeren Binnen-huyzingen; de Figuren zyn vol uytdruk; ende men ziet in deze de vreugd ende voldoeninge van hun tyd-verdryf,,Painting,"on panel, h. 8 1/2 d., b. 7 1/2 d.",,"Beschey, Balthazar; from catalog: Balthazar Beschey","Unknown, 20",,,,,,,,1776 Jul 01,,,Caudron,"Antwerp, Belgium",2565,,1776,6,"51.2211097, 4.3997081",,51.2211097, 4.3997081
Br-A1070,53,"MOLENAER, JAN MIENSE (Dutch)",,,,,"A country fair, a number of figures merrymaking, highly finished and very capital",,Painting,,,"Marshall, Gilbert; from catalog: Gilbert Marshall, Esq (Catalogue)",Unknown,,,,,,,,1776 Apr 23 - 1776 Apr 24 (This Lot: Apr 24),,,Walsh,"London, England",2535,,1776,7,"51.5073219, -0.1276474",,51.5073219, -0.1276474
F-A424,21,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Une nôce de village, composée de vingt-cinq figures : les unes jouent de différens instrumens, les autres mêlent leurs accens aux accords de ce concert, qui est plein de gaité & d'agrément. Ce tableau est un des plus capitaux de ce Maître, & mérite l'estime des connoisseurs.",,Peinture,"sur bois, hauteur deux pieds trois pouces, largeur trois pieds quatre pouces",,"Saint-Aignan, Paul-Hypolite de Beauvillier, duc de; from catalog: M. le Duc de Saint-Aignan","Vendu, 720 livres",Chaise; from catalog: Chaise,Gabriel de St.Aubin a tracé un croquis de ce lot sur l'exemplaire IFP du catalogue.,,,,,,1776 Jun 17 and following days (This Lot: Jun 17),"Lebrun, Jean Baptiste Pierre","Florentin, Honoré",,"Paris, France",2561,,1776,8,"48.8566101, 2.3514992",,48.8566101, 2.3514992
F-A406,37,"MOLENAER, JAN MIENSE (Dutch)",,,,,"L'intérieur d'une chambre, dans laquelle on voit un homme assis près d'une table, tenant une pipe, & lisant la gazette. Une femme & plusieurs gens de Village sont près de lui, & paroissent l'écouter avec attention. Dans le fond, une femme verse à boire à un Paysan qui fume ; plus loin, une fille près de la porte, assiste un pauvre qui est en dehors. Ce Tableau, d'une composition amusante, est du plus beau de Maître.",,Peinture,"sur bois, Larg. 13 pouces, haut. 12 pouces",,Verrier; from catalog: Verrier,"Vendu, 300 livres","Rebours, Jean-Baptiste le; from catalog: Le President le Relourt",Gabriel de St.Aubin a tracé un croquis de ce lot sur l'exemplaire MPh du catalogue.,,,,1778/04/27 PAREM 0019 REBOURS F-A513,,1776 Mar 11 and following days (This Lot: Mar 11),"Paillet, Alexandre Joseph",,,"Paris, France",2501,,1776,9,"48.8566101, 2.3514992",,48.8566101, 2.3514992
F-A428,48,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Une assemblee de paysans, les uns jouent à la main chaude, d'autres se chauffent à une cheminée, & causent ensemble. Ce tableau est d'une bonne couleur, & est riche en figures.",,Peinture,"sur bois, Largeur 32 pouces ; hauteur 23",,"Vigneux, Jérôme de; from catalog: De Vigneux","Inconnue, 400 livres",,,,,,,,1776 Aug 07 and following days (This Lot: Aug  7),Anonyme,,,"Paris, France",2580,,1776,10,"48.8566101, 2.3514992",,48.8566101, 2.3514992
D-A93,140,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Ein lustiger Bauer, und zu dessen Compagnon eine dergleichen Bäuerin, auf Holz. (Diese Nr.: Ein lustiger Bauer; Pendant zu Nr. 141)",,Gemälde,"auf Holz, Höhe 7 Z, Breite 6 Z",,,Unbekannt,,Die Lose 140 und 141 wurden zusammen katalogisiert.,,,,,,1776 Jun 21,,,Neumann (Johann Hinrich),"Hamburg, Germany",,,1776,11,"53.550341, 10.000654",,53.550341, 10.000654
D-A93,141,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Ein lustiger Bauer, und zu dessen Compagnon eine dergleichen Bäuerin, auf Holz. (Diese Nr.: Eine lustige Bäuerin; Pendant zu Nr. 140)",,Gemälde,"auf Holz, Höhe 7 Z, Breite 6 Z",,,Unbekannt,,Die Lose 140 und 141 wurden zusammen katalogisiert.,,,,,,1776 Jun 21,,,Neumann (Johann Hinrich),"Hamburg, Germany",,,1776,12,"53.550341, 10.000654",,53.550341, 10.000654
D-A94,9,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Lustige Bauern, besonders lebhaft vorgestellt, wie auch meisterhaft gemahlt, auf Holz.",,Gemälde,"auf Holz, Höhe 1 Fuß 9 1/2 Zoll, Breite 1 Fuß 5 1/2 Zoll",,,Unbekannt,,,,,,,,1776 Jun 28,,,Bostelmann (Michael); Neumann (Johann Hinrich),"Hamburg, Germany",,,1776,13,"53.550341, 10.000654",,53.550341, 10.000654
D-A96,37,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Eine Bauren=Familie so am Tische speiset, auf Holz gemahlt, mit dito [schwarzen] Rahm. (Pendant zu Nr. 82)",,Gemälde,"auf Holz, Höhe 9 Zoll, Breite 8 Zoll",,,"Verkauft, 18 M für die Nrn. 37 und 82",Peetz; from catalog: Peetz,,,,,,,1776 Nov 09,,,Köster (Hinrich Jürgen),"Hamburg, Germany",,,1776,14,"53.550341, 10.000654",,53.550341, 10.000654
D-A96,63,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Eine Bauren=Gesellschaft, so am Tische sitzen und andächtig beten, ein rares Stück, auf Holz, mit dito [schwarzen] Rahm und verguldeten Leisten.",,Gemälde,"auf Holz, Höhe 1 Fuß 10 1/2 Zoll, Breite 2 Fuß 5 Zoll",,,"Verkauft, 105.4 M","Köster, Hinrich Jürgen und Ehrenreich, Johann Benjamin; Ehrenreich, Johann Benjamin und Köster, Hinrich Jürgen; from catalog: </>Köst[er] [und] Ehrenreich",,,,,,,1776 Nov 09,,,Köster (Hinrich Jürgen),"Hamburg, Germany",,,1776,15,"53.550341, 10.000654",,53.550341, 10.000654
D-A96,82,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Eine betende Bauren=Gesellschaft bey Tisch,auf Holz, zu Nr. 37 gehörig, mit dito [schwarzen] Rahm und verguldeten Leisten. (Pendant zu Nr. 37)",,Gemälde,"auf Holz, Höhe 9 1/2 Zoll, Breite 8 Zoll",,,"Verkauft, 18 M für die Nrn. 37 und 82",Peetz; from catalog: Peetz,,,,,,,1776 Nov 09,,,Köster (Hinrich Jürgen),"Hamburg, Germany",,,1776,16,"53.550341, 10.000654",,53.550341, 10.000654
Br-A1109,41,"MOLENAER, JAN MIENSE (Dutch)",,,,,"A country fair, the villagers feasting and dancing, and boys laughing at an unlucky accident",,Painting,,,,Unknown,,,,,,,,1777 Apr 15 - 1777 Apr 16 (This Lot: Apr 15),,,Walsh,"London, England",2674,,1777,1,"51.5073219, -0.1276474",,51.5073219, -0.1276474
Br-A1109,43,"MOLENAER, JAN MIENSE (Dutch)",,,,,A mountebank exhibiting to a councourse of people,,Painting,,,,Unknown,,,,,,,,1777 Apr 15 - 1777 Apr 16 (This Lot: Apr 16),,,Walsh,"London, England",2674,,1777,2,"51.5073219, -0.1276474",,51.5073219, -0.1276474
F-A459,49,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Un médecin de village Hollandois, entouré de gens qui le consultent.",,Peinture,"sur bois, Hauteur 17 pouces 6 lignes, largeur 23 pouces 6 lignes",,"Reus, de (Bruxelles); from catalog: de Reus","Retiré, 27 livres",,,,,,1780/04/21 PAJOU 0033 REUS F-A604,,1777 May 23 - 1777 May 24 (This Lot: May 23),"Joullain, François Charles",Rafit,,"Paris, France",2702,,1777,3,"48.8566101, 2.3514992",,48.8566101, 2.3514992
B-A193,80,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Een stuksken, verbeéldende den Koning die drinkt; zeer uytvoerig geschilderd",,Painting,on panel,,"Gemert, Joos Lambrecht van; from catalog: J.L. van Gemert",Unknown,,,,,,,,1778 Aug 18,,,Dom,"Antwerp, Belgium",2887,,1778,1,"51.2211097, 4.3997081",,51.2211097, 4.3997081
F-A500,85,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Une Tabagie Hollandoise, où plusieurs Matelots & Paysans se divertissent. L. 40 p. H. 30 p.",,Peinture,L. 40 p. H. 30 p.,,"Ménageot, Augustin [ou autres]; from catalog: Ménageot [ou autres]","Vendu, 40 livres",Loriol; from catalog: Loriol,,,,,,,1778 Mar 17 - 1778 Mar 21 (This Lot: Mar 17),"Paillet, Alexandre Joseph","Chariot, Antoine Claude",,"Paris, France",2807,,1778,2,"48.8566101, 2.3514992",,48.8566101, 2.3514992
F-A514,62,"MOLENAER, JAN MIENSE (Dutch)",,,,,"L'intérieur d'une tabagie hollandoise, où l'on compte douze figures occupées à boire, & au milieu un homme qui joue de la basse.",,Peinture,21 sur 17 de h.,,,"Vendu, 81 livres","Langlier, Jacques; from catalog: Langlier",,,,,,,1778 May 07 and following days (This Lot: May  7),"Basan, Pierre François",Dufresne,,"Paris, France",2850,,1778,3,"48.8566101, 2.3514992",,48.8566101, 2.3514992
F-A514,61,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Une fête de Village, honorée par la Dame & le Seigneur du lieu ; une grande quantité de figures rendent ce sujet intéressant.",,Peinture,3 pieds sur 27 po. de h.,,,"Vendu, 127 livres","Lebrun, Jean-Baptiste-Pierre ou Basan, Pierre-François; Basan, Pierre-François ou Lebrun, Jean-Baptiste-Pierre; from catalog: </>LeBrun [ou] Basan",,,,,,,1778 May 07 and following days (This Lot: May  7),"Basan, Pierre François",Dufresne,,"Paris, France",2850,,1778,4,"48.8566101, 2.3514992",,48.8566101, 2.3514992
F-A513,19,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Un tableau du bon temps de ce Maître ; il est composé de neuf figures, dont un homme lit la Gazette, & une femme tient un verre.",[prisée] 150 [MPh],Peinture,"sur bois, 12 pouces 3 lignes de haut, sur 11 pouces 6 lignes de large",,"Rebours, Jean-Baptiste le; from catalog: le Rebourg","Vendu, 150 5 livres","Champgrand, Charles-Jean Goury de Champgrand, dit le marquis de; from catalog: Le Chevalier de Changran",,,1776/03/11 PAPA 0037 VERRIER F-A406,,1780/02/21 PAPA 0071 CHAMPGRAND F-A591,,1778 Apr 27,"Remy, Pierre",Laizé,,"Paris, France",2844,,1778,5,"48.8566101, 2.3514992",,48.8566101, 2.3514992
F-A530,421,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Un sujet de quatre figures dans une chambre ; l'on y voit une femme qui dupe un vieillard, avec lequel elle joue, au moyen d'un miroir que tient un homme placé derriere la chaise du joueur. Ce Tableau, d'un très-bon ton de couleur, est plein de cractere & un des meilleurs de ce Peintre.",,Peinture,"sur bois, Hauteur 11 pouces, largeur 8 pouces",,La Chaise; from catalog: La Chaise,"Vendu, 433 livres","Hersant Destouches, Alexandre-Louis; from catalog: Destouches des fermes",,,1774/02/17 PAPA 0092 PAILLET F-A339,,1794/03/21 PALBJ 0098 HERSANT DESTOUCHES F-A1082,,1778 Nov 30 and following days (This Lot: Nov 30),"Paillet, Alexandre Joseph","Chariot, Antoine Claude",,"Paris, France",2917,,1778,6,"48.8566101, 2.3514992",,48.8566101, 2.3514992
F-A530,359,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Une noce de village, composition capitale ; le fond de ce bon Tableau est un Paysage d'un site intéressant.",,Peinture,"sur bois, Hauteur 29 pouces, largeur 37 pouces",,"Dulac, Antoine-Charles ou La Chaise; La Chaise ou Dulac, Antoine-Charles; from catalog: Dulac [ou] La Chaise","Vendu, 255 livres",Rubis; from catalog: Rubis,,,,,,,1778 Nov 30 and following days (This Lot: Nov 30),"Paillet, Alexandre Joseph","Chariot, Antoine Claude",,"Paris, France",2917,,1778,7,"48.8566101, 2.3514992",,48.8566101, 2.3514992
F-A530,36,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Un sujet de trois figures, dont un Vieillard près d'une table, qui tient plusieurs bourses d'argent.",,Peinture,"sur bois, Hauteur 15 pouces, largeur 11 pouces",,"Dulac, Antoine-Charles ou La Chaise; La Chaise ou Dulac, Antoine-Charles; from catalog: Dulac [ou] La Chaise","Vendu, 130 livres","Silvestre ou Feuillet, Jean-Baptiste; Feuillet, Jean-Baptiste ou Silvestre; from catalog: </>Silvestre [ou] Feuiliete",,,,,,,1778 Nov 30 and following days (This Lot: Nov 30),"Paillet, Alexandre Joseph","Chariot, Antoine Claude",,"Paris, France",2917,,1778,8,"48.8566101, 2.3514992",,48.8566101, 2.3514992
